Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Urad,2019,Summer,karnataka,223.0,105,1422.3,38302.48,82.51,0.437272727,2.02,31.295,42.625
Wheat,2019,Rabi,karnataka,158319.0,180114,1422.3,27192871.44,58578.03,1.08125,1.31,24.77,59.172000000000004
Other  Rabi pulses,2019,Rabi,kerala,1256.0,1131,3119.2,215730.56,464.72,1.098888889,7.0,26.004,72.164
Other Kharif pulses,2019,Kharif,kerala,91.0,76,3119.2,15630.16,33.67,2.4,58.13,24.756,88.962
Rice,2019,Summer,kerala,61006.0,212586,3119.2,10478390.56,22572.22,2.815714286,5.34,28.565,71.445
Small millets,2019,Kharif,kerala,30.0,22,3119.2,5152.8,11.1,0.73,58.13,24.756,88.962
Small millets,2019,Rabi,kerala,27.0,21,3119.2,4637.52,9.99,0.78,7.0,26.004,72.164
Arhar/Tur,2019,Kharif,tamil nadu,38920.0,49905,910.1,6684899.2,14400.4,1.2748,19.41,28.532,69.5
Arhar/Tur,2019,Rabi,tamil nadu,2894.0,3331,910.1,497073.44,1070.78,1.2344,7.81,25.915999999999997,75.286
Bajra,2019,Kharif,tamil nadu,50298.0,140059,910.1,8639184.48,18610.26,2.9272,19.41,28.532,69.5
Bajra,2019,Rabi,tamil nadu,17194.0,45024,910.1,2953241.44,6361.78,2.6984,7.81,25.915999999999997,75.286
Castor seed,2019,Kharif,tamil nadu,5259.0,1646,910.1,903285.84,1945.83,0.306428571,19.41,28.532,69.5
Cotton(lint),2019,Kharif,tamil nadu,96681.0,235305,910.1,16605928.56,35771.97,2.533461538,19.41,28.532,69.5
Cotton(lint),2019,Rabi,tamil nadu,72817.0,182776,910.1,12507047.92,26942.29,2.717307692,7.81,25.915999999999997,75.286
Cowpea(Lobia),2019,Kharif,tamil nadu,47877.0,37536,910.1,8223353.52,17714.49,0.775833333,19.41,28.532,69.5
Cowpea(Lobia),2019,Rabi,tamil nadu,17959.0,12609,910.1,3084637.84,6644.83,0.6812,7.81,25.915999999999997,75.286
Gram,2019,Rabi,tamil nadu,5552.0,5138,910.1,953611.52,2054.24,0.871538462,7.81,25.915999999999997,75.286
Groundnut,2019,Kharif,tamil nadu,209159.0,518418,910.1,35925149.84,77388.83,2.512333333,19.41,28.532,69.5
Groundnut,2019,Rabi,tamil nadu,137484.0,514485,910.1,23614251.84,50869.08,3.673448276,7.81,25.915999999999997,75.286
Horse-gram,2019,Kharif,tamil nadu,2439.0,1697,910.1,418922.64,902.43,0.725,19.41,28.532,69.5
Horse-gram,2019,Rabi,tamil nadu,76619.0,59679,910.1,13160079.44,28349.03,0.719565217,7.81,25.915999999999997,75.286
Jowar,2019,Kharif,tamil nadu,231845.0,276627,910.1,39821697.2,85782.65,1.238846154,19.41,28.532,69.5
Jowar,2019,Rabi,tamil nadu,218155.0,243194,910.1,37470302.8,80717.35,1.281851852,7.81,25.915999999999997,75.286
Maize,2019,Kharif,tamil nadu,168587.0,1506526,910.1,28956503.12,62377.19,8.614827586,19.41,28.532,69.5
Maize,2019,Rabi,tamil nadu,164978.0,1108221,910.1,28336621.28,61041.86,6.841666667,7.81,25.915999999999997,75.286
Moong(Green Gram),2019,Kharif,tamil nadu,22747.0,13049,910.1,3907024.72,8416.39,0.587407407,19.41,28.532,69.5
Moong(Green Gram),2019,Rabi,tamil nadu,149191.0,63365,910.1,25625046.16,55200.67,0.47137931,7.81,25.915999999999997,75.286
Onion,2019,Kharif,tamil nadu,11137.0,101952,910.1,1912891.12,4120.69,9.088148148,19.41,28.532,69.5
Onion,2019,Rabi,tamil nadu,22663.0,159883,910.1,3892596.88,8385.31,7.237407407,7.81,25.915999999999997,75.286
Other  Rabi pulses,2019,Rabi,tamil nadu,21610.0,14045,910.1,3711733.6,7995.7,0.776666667,7.81,25.915999999999997,75.286
Other Cereals,2019,Kharif,tamil nadu,2172.0,3175,910.1,373062.72,803.64,1.121875,19.41,28.532,69.5
Other Cereals,2019,Rabi,tamil nadu,5392.0,7193,910.1,926129.92,1995.04,1.282,7.81,25.915999999999997,75.286
Other Kharif pulses,2019,Kharif,tamil nadu,32430.0,27665,910.1,5570176.8,11999.1,0.746153846,19.41,28.532,69.5
Potato,2019,Kharif,tamil nadu,2900.0,60513,910.1,498104.0,1073.0,21.384,19.41,28.532,69.5
Potato,2019,Rabi,tamil nadu,1113.0,24207,910.1,191168.88,411.81,21.68,7.81,25.915999999999997,75.286
Ragi,2019,Kharif,tamil nadu,63650.0,190535,910.1,10932524.0,23550.5,2.928181818,19.41,28.532,69.5
Ragi,2019,Rabi,tamil nadu,20895.0,83939,910.1,3588925.2,7731.15,3.879230769,7.81,25.915999999999997,75.286
Rapeseed &Mustard,2019,Rabi,tamil nadu,137.0,33,910.1,23531.12,50.69,0.19,7.81,25.915999999999997,75.286
Rice,2019,Summer,tamil nadu,339990.0,1463054,910.1,58396682.4,125796.3,4.095,1.25,32.69,51.91
Sesamum,2019,Kharif,tamil nadu,12123.0,6706,910.1,2082246.48,4485.51,0.534642857,19.41,28.532,69.5
Sesamum,2019,Rabi,tamil nadu,40895.0,29775,910.1,7024125.2,15131.15,0.680740741,7.81,25.915999999999997,75.286
Small millets,2019,Kharif,tamil nadu,17928.0,26280,910.1,3079313.28,6633.36,1.360769231,19.41,28.532,69.5
Sunflower,2019,Kharif,tamil nadu,168.0,168,910.1,28855.68,62.16,1.0,19.41,28.532,69.5
Sunflower,2019,Rabi,tamil nadu,4075.0,3663,910.1,699922.0,1507.75,1.099375,7.81,25.915999999999997,75.286
Urad,2019,Kharif,tamil nadu,42597.0,35846,910.1,7316460.72,15760.89,0.854333333,19.41,28.532,69.5
Urad,2019,Rabi,tamil nadu,362726.0,281577,910.1,62301817.76,134208.62,0.759,7.81,25.915999999999997,75.286
Arhar/Tur,1997,Summer,odisha,86559.0,16414,1496.6,8237820.03,26833.29,0.216785714,4.52,31.63,47.045
Groundnut,1997,Summer,odisha,39729.0,48815,1496.6,3781008.93,12315.99,1.211071429,4.52,31.63,47.045
Horse-gram,1997,Summer,odisha,952.0,253,1496.6,90601.84,295.12,0.274444444,4.52,31.63,47.045
Maize,1997,Summer,odisha,1164.0,978,1496.6,110777.88,360.84,0.945714286,4.52,31.63,47.045
Ragi,1997,Summer,odisha,603.0,429,1496.6,57387.51,186.93,0.576153846,4.52,31.63,47.045
Sesamum,1997,Summer,odisha,16106.0,4065,1496.6,1532808.02,4992.86,0.259583333,4.52,31.63,47.045
Urad,1997,Summer,odisha,2077.0,480,1496.6,197668.09,643.87,0.277826087,4.52,31.63,47.045
Wheat,1997,Rabi,odisha,5162.0,6360,1496.6,491267.54,1600.22,0.856666667,6.53,22.241999999999997,69.4
Arhar/Tur,1997,Kharif,andhra pradesh,313900.0,55600,927.5,29873863.0,97309.0,0.197727273,22.11,29.071999999999996,70.23
Arhar/Tur,1997,Rabi,andhra pradesh,3500.0,1400,927.5,333095.0,1085.0,0.474,10.31,26.238,74.958
Bajra,1997,Kharif,andhra pradesh,89400.0,63600,927.5,8508198.0,27714.0,0.815882353,22.11,29.071999999999996,70.23
Castor seed,1997,Kharif,andhra pradesh,169600.0,42100,927.5,16140832.0,52576.0,0.241666667,22.11,29.071999999999996,70.23
Cotton(lint),1997,Kharif,andhra pradesh,906300.0,1320400,927.5,86252571.0,280953.0,1.643333333,22.11,29.071999999999996,70.23
Dry chillies,1997,Kharif,andhra pradesh,118100.0,236200,927.5,11239577.0,36611.0,1.939,22.11,29.071999999999996,70.23
Dry chillies,1997,Rabi,andhra pradesh,54600.0,101900,927.5,5196282.0,16926.0,1.770909091,10.31,26.238,74.958
Gram,1997,Rabi,andhra pradesh,146600.0,58400,927.5,13951922.0,45446.0,0.338,10.31,26.238,74.958
Groundnut,1997,Kharif,andhra pradesh,1514000.0,734800,927.5,144087380.0,469340.0,0.71047619,22.11,29.071999999999996,70.23
Groundnut,1997,Rabi,andhra pradesh,319900.0,421100,927.5,30444883.0,99169.0,1.359545455,10.31,26.238,74.958
Horse-gram,1997,Kharif,andhra pradesh,19600.0,6900,927.5,1865332.0,6076.0,0.4025,22.11,29.071999999999996,70.23
Horse-gram,1997,Rabi,andhra pradesh,90500.0,37200,927.5,8612885.0,28055.0,0.3655,10.31,26.238,74.958
Jowar,1997,Kharif,andhra pradesh,309300.0,227700,927.5,29436081.0,95883.0,0.668095238,22.11,29.071999999999996,70.23
Jowar,1997,Rabi,andhra pradesh,479500.0,287200,927.5,45634015.0,148645.0,0.856190476,10.31,26.238,74.958
Maize,1997,Kharif,andhra pradesh,305100.0,791500,927.5,29036367.0,94581.0,2.201818182,22.11,29.071999999999996,70.23
Maize,1997,Rabi,andhra pradesh,90800.0,291800,927.5,8641436.0,28148.0,3.21,10.31,26.238,74.958
Mesta,1997,Kharif,andhra pradesh,85800.0,561600,927.5,8165586.0,26598.0,5.98,22.11,29.071999999999996,70.23
Moong(Green Gram),1997,Kharif,andhra pradesh,316800.0,80900,927.5,30149856.0,98208.0,0.34,22.11,29.071999999999996,70.23
Moong(Green Gram),1997,Rabi,andhra pradesh,137000.0,53200,927.5,13038290.0,42470.0,0.363333333,10.31,26.238,74.958
Other  Rabi pulses,1997,Rabi,andhra pradesh,3400.0,500,927.5,323578.0,1054.0,0.166666667,10.31,26.238,74.958
Other Kharif pulses,1997,Kharif,andhra pradesh,7300.0,1400,927.5,694741.0,2263.0,0.218571429,22.11,29.071999999999996,70.23
Ragi,1997,Kharif,andhra pradesh,83200.0,67600,927.5,7918144.0,25792.0,0.918333333,22.11,29.071999999999996,70.23
Ragi,1997,Rabi,andhra pradesh,14600.0,21900,927.5,1389482.0,4526.0,1.513636364,10.31,26.238,74.958
Rice,1997,Kharif,andhra pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,22.11,29.071999999999996,70.23
Rice,1997,Rabi,andhra pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,10.31,26.238,74.958
Sesamum,1997,Kharif,andhra pradesh,55100.0,6900,927.5,5243867.0,17081.0,0.181333333,22.11,29.071999999999996,70.23
Sesamum,1997,Rabi,andhra pradesh,83200.0,8800,927.5,7918144.0,25792.0,0.109375,10.31,26.238,74.958
Small millets,1997,Kharif,andhra pradesh,11500.0,2000,927.5,1094455.0,3565.0,0.17,22.11,29.071999999999996,70.23
Small millets,1997,Rabi,andhra pradesh,3000.0,200,927.5,285510.0,930.0,0.075,10.31,26.238,74.958
Sugarcane,1997,Kharif,andhra pradesh,192500.0,13953300,927.5,18320225.0,59675.0,77.1065,22.11,29.071999999999996,70.23
Sunflower,1997,Kharif,andhra pradesh,268400.0,129700,927.5,25543628.0,83204.0,0.495263158,22.11,29.071999999999996,70.23
Sunflower,1997,Rabi,andhra pradesh,115600.0,53800,927.5,11001652.0,35836.0,0.402307692,10.31,26.238,74.958
Tobacco,1997,Kharif,andhra pradesh,201900.0,201600,927.5,19214823.0,62589.0,1.116666667,22.11,29.071999999999996,70.23
Urad,1997,Kharif,andhra pradesh,88400.0,24700,927.5,8413028.0,27404.0,0.2525,22.11,29.071999999999996,70.23
Urad,1997,Rabi,andhra pradesh,413000.0,190700,927.5,39305210.0,128030.0,0.388125,10.31,26.238,74.958
Wheat,1997,Rabi,andhra pradesh,11000.0,6000,927.5,1046870.0,3410.0,0.55375,10.31,26.238,74.958
Arhar/Tur,1997,Kharif,bihar,64898.0,83722,1303.7,6176342.66,20118.38,1.186363636,38.89,28.766,75.314
Bajra,1997,Kharif,bihar,5894.0,3594,1303.7,560931.98,1827.14,0.603225806,38.89,28.766,75.314
Barley,1997,Rabi,bihar,42838.0,44140,1303.7,4076892.46,13279.78,1.04,3.65,18.594,61.538
Castor seed,1997,Kharif,bihar,967.0,761,1303.7,92029.39,299.77,0.781538462,38.89,28.766,75.314
Cotton(lint),1997,Kharif,bihar,200.0,400,1303.7,19034.0,62.0,2.0,38.89,28.766,75.314
Ginger,1997,Kharif,bihar,629.0,887,1303.7,59861.93,194.99,1.321428571,38.89,28.766,75.314
Gram,1997,Rabi,bihar,121670.0,91316,1303.7,11579333.9,37717.7,0.805471698,3.65,18.594,61.538
Groundnut,1997,Kharif,bihar,5245.0,6294,1303.7,499166.65,1625.95,1.125384615,38.89,28.766,75.314
Jowar,1997,Kharif,bihar,3129.0,2690,1303.7,297786.93,969.99,0.874761905,38.89,28.766,75.314
Jute,1997,Kharif,bihar,147527.0,1327863,1303.7,14040144.59,45733.37,8.642631579,38.89,28.766,75.314
Linseed,1997,Rabi,bihar,60265.0,33814,1303.7,5735420.05,18682.15,0.555471698,3.65,18.594,61.538
Maize,1997,Kharif,bihar,375000.0,456375,1303.7,35688750.0,116250.0,1.260185185,38.89,28.766,75.314
Maize,1997,Rabi,bihar,181914.0,546011,1303.7,17312755.38,56393.34,2.803555556,3.65,18.594,61.538
Maize,1997,Summer,bihar,143522.0,307134,1303.7,13658988.74,44491.82,2.025192308,1.62,32.480000000000004,27.39
Mesta,1997,Kharif,bihar,19855.0,135202,1303.7,1889600.35,6155.05,8.318387097,38.89,28.766,75.314
Niger seed,1997,Kharif,bihar,24751.0,15643,1303.7,2355552.67,7672.81,0.617058824,38.89,28.766,75.314
Other  Rabi pulses,1997,Rabi,bihar,5641.0,3950,1303.7,536853.97,1748.71,0.701836735,3.65,18.594,61.538
Other Kharif pulses,1997,Kharif,bihar,15730.0,9337,1303.7,1497024.1,4876.3,0.572830189,38.89,28.766,75.314
Rapeseed &Mustard,1997,Rabi,bihar,101428.0,82367,1303.7,9652902.76,31442.68,0.718909091,3.65,18.594,61.538
Rice,1997,Summer,bihar,124429.0,236446,1303.7,11841907.93,38572.99,1.683265306,1.62,32.480000000000004,27.39
Safflower,1997,Rabi,bihar,480.0,302,1303.7,45681.6,148.8,0.653636364,3.65,18.594,61.538
Sesamum,1997,Kharif,bihar,17628.0,10580,1303.7,1677656.76,5464.68,0.605217391,38.89,28.766,75.314
Small millets,1997,Kharif,bihar,38633.0,20296,1303.7,3676702.61,11976.23,0.777916667,38.89,28.766,75.314
Sunflower,1997,Rabi,bihar,15122.0,11389,1303.7,1439160.74,4687.82,0.824761905,3.65,18.594,61.538
Tobacco,1997,Rabi,bihar,20561.0,14763,1303.7,1956790.37,6373.91,0.755263158,3.65,18.594,61.538
Wheat,1997,Rabi,bihar,2067610.0,4048699,1303.7,196774443.7,640959.1,1.811090909,3.65,18.594,61.538
Arhar/Tur,1997,Kharif,gujarat,395600.0,296200,798.9,37649252.0,122636.0,0.778421053,22.86,28.333999999999996,71.766
Bajra,1997,Kharif,gujarat,915800.0,1114500,798.9,87156686.0,283898.0,1.218235294,22.86,28.333999999999996,71.766
Bajra,1997,Summer,gujarat,179800.0,380400,798.9,17111566.0,55738.0,2.135,0.5599999999999999,30.66,43.175
Castor seed,1997,Kharif,gujarat,11200.0,26000,798.9,1065904.0,3472.0,2.32,22.86,28.333999999999996,71.766
Dry chillies,1997,Kharif,gujarat,18400.0,21300,798.9,1751128.0,5704.0,1.115,22.86,28.333999999999996,71.766
Gram,1997,Rabi,gujarat,123300.0,98700,798.9,11734461.0,38223.0,0.752941176,0.04,23.088,33.144
Groundnut,1997,Kharif,gujarat,1826300.0,2453600,798.9,173808971.0,566153.0,1.22,22.86,28.333999999999996,71.766
Groundnut,1997,Summer,gujarat,99900.0,162200,798.9,9507483.0,30969.0,1.562631579,0.5599999999999999,30.66,43.175
Jowar,1997,Kharif,gujarat,207800.0,163800,798.9,19776326.0,64418.0,0.838666667,22.86,28.333999999999996,71.766
Jowar,1997,Rabi,gujarat,75800.0,64800,798.9,7213886.0,23498.0,0.890769231,0.04,23.088,33.144
Moong(Green Gram),1997,Kharif,gujarat,178800.0,101300,798.9,17016396.0,55428.0,0.596111111,22.86,28.333999999999996,71.766
Moth,1997,Kharif,gujarat,48500.0,24100,798.9,4615745.0,15035.0,0.603571429,22.86,28.333999999999996,71.766
Other  Rabi pulses,1997,Rabi,gujarat,2900.0,1800,798.9,275993.0,899.0,0.622857143,0.04,23.088,33.144
Other Kharif pulses,1997,Kharif,gujarat,14500.0,7400,798.9,1379965.0,4495.0,0.498461538,22.86,28.333999999999996,71.766
Rapeseed &Mustard,1997,Rabi,gujarat,345600.0,350000,798.9,32890752.0,107136.0,1.064375,0.04,23.088,33.144
Small millets,1997,Kharif,gujarat,14900.0,6300,798.9,1418033.0,4619.0,0.438,22.86,28.333999999999996,71.766
Urad,1997,Kharif,gujarat,131400.0,83700,798.9,12505338.0,40734.0,0.654705882,22.86,28.333999999999996,71.766
Wheat,1997,Rabi,gujarat,694000.0,1647100,798.9,66047980.0,215140.0,2.36,0.04,23.088,33.144
Arhar/Tur,1997,Kharif,madhya pradesh,346900.0,251800,1189.1,33014473.0,107539.0,0.696511628,39.47,26.758,77.378
Bajra,1997,Kharif,madhya pradesh,141400.0,154100,1189.1,13457038.0,43834.0,0.929473684,39.47,26.758,77.378
Barley,1997,Rabi,madhya pradesh,91200.0,110500,1189.1,8679504.0,28272.0,1.347096774,7.529999999999999,19.892000000000003,63.510000000000005
Cotton(lint),1997,Kharif,madhya pradesh,511500.0,862000,1189.1,48679455.0,158565.0,1.559,39.47,26.758,77.378
Groundnut,1997,Kharif,madhya pradesh,252400.0,252100,1189.1,24020908.0,78244.0,1.031142857,39.47,26.758,77.378
Jowar,1997,Kharif,madhya pradesh,762100.0,658300,1189.1,72529057.0,236251.0,0.864545455,39.47,26.758,77.378
Jowar,1997,Rabi,madhya pradesh,8300.0,7200,1189.1,789911.0,2573.0,0.865,7.529999999999999,19.892000000000003,63.510000000000005
Linseed,1997,Rabi,madhya pradesh,386900.0,97100,1189.1,36821273.0,119939.0,0.37255814,7.529999999999999,19.892000000000003,63.510000000000005
Maize,1997,Kharif,madhya pradesh,808300.0,1085400,1189.1,76925911.0,250573.0,1.143023256,39.47,26.758,77.378
Rapeseed &Mustard,1997,Rabi,madhya pradesh,700700.0,416300,1189.1,66685619.0,217217.0,0.54025,7.529999999999999,19.892000000000003,63.510000000000005
Sesamum,1997,Kharif,madhya pradesh,167700.0,44800,1189.1,15960009.0,51987.0,0.295526316,39.47,26.758,77.378
Small millets,1997,Kharif,madhya pradesh,722500.0,163300,1189.1,68760325.0,223975.0,0.265333333,39.47,26.758,77.378
Soyabean,1997,Kharif,madhya pradesh,4469600.0,4845100,1189.1,425371832.0,1385576.0,0.969772727,39.47,26.758,77.378
Sunflower,1997,Kharif,madhya pradesh,9000.0,3000,1189.1,856530.0,2790.0,0.446363636,39.47,26.758,77.378
Wheat,1997,Rabi,madhya pradesh,4507600.0,7088900,1189.1,428988292.0,1397356.0,1.475681818,7.529999999999999,19.892000000000003,63.510000000000005
Arhar/Tur,1997,Kharif,maharashtra,1005600.0,348000,1156.1,95702952.0,311736.0,0.3325,17.44,25.96,72.91600000000001
Bajra,1997,Kharif,maharashtra,1671200.0,1119000,1156.1,159048104.0,518072.0,0.632272727,17.44,25.96,72.91600000000001
Gram,1997,Kharif,maharashtra,717100.0,295900,1156.1,68246407.0,222301.0,0.408148148,17.44,25.96,72.91600000000001
Jowar,1997,Kharif,maharashtra,2013200.0,2632300,1156.1,191596244.0,624092.0,1.6468,17.44,25.96,72.91600000000001
Jowar,1997,Rabi,maharashtra,3487000.0,1357500,1156.1,331857790.0,1080970.0,0.442083333,4.69,23.222,51.46999999999999
Maize,1997,Kharif,maharashtra,187600.0,219700,1156.1,17853892.0,58156.0,1.082083333,17.44,25.96,72.91600000000001
Maize,1997,Rabi,maharashtra,45800.0,65400,1156.1,4358786.0,14198.0,1.476875,4.69,23.222,51.46999999999999
Maize,1997,Summer,maharashtra,7500.0,12500,1156.1,713775.0,2325.0,1.407777778,0.2,30.67,28.759999999999998
Moong(Green Gram),1997,Kharif,maharashtra,612100.0,221000,1156.1,58253557.0,189751.0,0.444444444,17.44,25.96,72.91600000000001
Other  Rabi pulses,1997,Rabi,maharashtra,12830.0,492,1156.1,1221031.1,3977.3,0.0476,4.69,23.222,51.46999999999999
Ragi,1997,Kharif,maharashtra,156600.0,146800,1156.1,14903622.0,48546.0,0.969090909,17.44,25.96,72.91600000000001
Rice,1997,Kharif,maharashtra,1339000.0,2330000,1156.1,127432630.0,415090.0,8.778275862,17.44,25.96,72.91600000000001
Rice,1997,Summer,maharashtra,329.0,646,1156.1,31310.93,101.99,2.018888889,0.2,30.67,28.759999999999998
Sugarcane,1997,Kharif,maharashtra,183300.0,158866,1156.1,17444661.0,56823.0,0.863333333,17.44,25.96,72.91600000000001
Urad,1997,Kharif,maharashtra,525400.0,210300,1156.1,50002318.0,162874.0,0.489310345,17.44,25.96,72.91600000000001
Wheat,1997,Rabi,maharashtra,747300.0,670600,1156.1,71120541.0,231663.0,0.8476,4.69,23.222,51.46999999999999
Arhar/Tur,1997,Kharif,punjab,11000.0,8200,690.1,1046870.0,3410.0,0.766153846,14.4,31.064,48.736000000000004
Bajra,1997,Kharif,punjab,8000.0,8000,690.1,761360.0,2480.0,1.0,14.4,31.064,48.736000000000004
Barley,1997,Rabi,punjab,37000.0,111000,690.1,3521290.0,11470.0,2.995454545,2.83,16.022,44.168
Gram,1997,Rabi,punjab,13300.0,11000,690.1,1265761.0,4123.0,0.844615385,2.83,16.022,44.168
Groundnut,1997,Kharif,punjab,8000.0,8000,690.1,761360.0,2480.0,1.0,14.4,31.064,48.736000000000004
Maize,1997,Kharif,punjab,165000.0,345000,690.1,15703050.0,51150.0,2.102727273,14.4,31.064,48.736000000000004
Masoor,1997,Rabi,punjab,5200.0,3400,690.1,494884.0,1612.0,0.72625,2.83,16.022,44.168
Rapeseed &Mustard,1997,Rabi,punjab,72000.0,63000,690.1,6852240.0,22320.0,0.925882353,2.83,16.022,44.168
Rice,1997,Kharif,punjab,2281000.0,7904000,690.1,217082770.0,707110.0,3.476470588,14.4,31.064,48.736000000000004
Sesamum,1997,Kharif,punjab,14300.0,4500,690.1,1360931.0,4433.0,0.447,14.4,31.064,48.736000000000004
Urad,1997,Kharif,punjab,4700.0,1900,690.1,447299.0,1457.0,0.446666667,14.4,31.064,48.736000000000004
Wheat,1997,Rabi,punjab,3300000.0,12715000,690.1,314061000.0,1023000.0,3.781176471,2.83,16.022,44.168
Arhar/Tur,1997,Kharif,uttar pradesh,465581.0,480673,473.9,44309343.77,144330.11,0.9,18.88,30.369999999999997,60.51800000000001
Bajra,1997,Kharif,uttar pradesh,864228.0,1252811,473.9,82248578.76,267910.68,1.324,18.88,30.369999999999997,60.51800000000001
Barley,1997,Rabi,uttar pradesh,337037.0,747044,473.9,32075811.29,104481.47,2.046329114,4.15,18.402,47.376
Castor seed,1997,Kharif,uttar pradesh,23.0,15,473.9,2188.91,7.13,0.814285714,18.88,30.369999999999997,60.51800000000001
Gram,1997,Rabi,uttar pradesh,881819.0,746516,473.9,83922714.23,273363.89,0.823037975,4.15,18.402,47.376
Groundnut,1997,Kharif,uttar pradesh,138588.0,124084,473.9,13189419.96,42962.28,0.872727273,18.88,30.369999999999997,60.51800000000001
Jowar,1997,Kharif,uttar pradesh,397761.0,353464,473.9,37854914.37,123305.91,0.897647059,18.88,30.369999999999997,60.51800000000001
Linseed,1997,Rabi,uttar pradesh,81733.0,34838,473.9,7778529.61,25337.23,0.421320755,4.15,18.402,47.376
Maize,1997,Kharif,uttar pradesh,1017592.0,1598438,473.9,96844230.64,315453.52,1.498125,18.88,30.369999999999997,60.51800000000001
Maize,1997,Summer,uttar pradesh,10385.0,16398,473.9,988340.45,3219.35,1.577936508,1.17,32.025,21.6
Masoor,1997,Rabi,uttar pradesh,505695.0,365390,473.9,48126993.15,156765.45,0.76925,4.15,18.402,47.376
Moong(Green Gram),1997,Kharif,uttar pradesh,29316.0,8446,473.9,2790003.72,9087.96,0.332985075,18.88,30.369999999999997,60.51800000000001
Moong(Green Gram),1997,Summer,uttar pradesh,86459.0,36738,473.9,8228303.03,26802.29,0.476029412,1.17,32.025,21.6
Moth,1997,Kharif,uttar pradesh,933194.0,571557,473.9,88812072.98,289290.14,0.61474359,18.88,30.369999999999997,60.51800000000001
Onion,1997,Kharif,uttar pradesh,20151.0,209189,473.9,1917770.67,6246.81,10.23036364,18.88,30.369999999999997,60.51800000000001
Peas & beans (Pulses),1997,Rabi,uttar pradesh,427413.0,497369,473.9,40676895.21,132498.03,1.2715,4.15,18.402,47.376
Rapeseed &Mustard,1997,Rabi,uttar pradesh,759048.0,445133,473.9,72238598.16,235304.88,0.61375,4.15,18.402,47.376
Rice,1997,Kharif,uttar pradesh,5726527.0,12262794,473.9,544993574.6,1775223.37,2.037,18.88,30.369999999999997,60.51800000000001
Rice,1997,Summer,uttar pradesh,6607.0,18281,473.9,628788.19,2048.17,2.202903226,1.17,32.025,21.6
Sesamum,1997,Kharif,uttar pradesh,105997.0,15976,473.9,10087734.49,32859.07,0.1668,18.88,30.369999999999997,60.51800000000001
Small millets,1997,Kharif,uttar pradesh,244340.0,285040,473.9,23253837.8,75745.4,0.90877193,18.88,30.369999999999997,60.51800000000001
